Person,About,Page url,Picture url
Anita Sarkeesian,"Anita Sarkeesian has played video games her whole life. In 2012, after observing that women represent about 40% of the gaming audience, she launched a crowdfunding campaign for Tropes vs. Women in Video Games, a web series that would “explore five common and recurring stereotypes of female characters in video games.” She hit her goal of $6,000 on the first day and ultimately raised more than $150,000. But she also became the target of vicious, misogynist harassment that included death and rape threats, pornographic vandalism of her Wikipedia page and a coordinated effort to have her Kickstarter flagged as terrorism. All of this because she wanted to have a conversation about the way women are portrayed in video games.Anita is just the latest woman writer to prove the law coined by journalist Helen Lewis: that the sexist comments on any article about feminism justify feminism. In the face of hysterical and childish abuse, Anita has refused to back down. She continues to speak around the world about the role of women in video games and popular media. She also talks about her life as a target in the online culture war known as Gamergate, waged by entitled male gamers who fear change in an industry that is evolving while they seem determined to remain 15 forever.Anita is a feminist for the digital age, using modern tools and platforms to engage thousands of people who want to hear her thoughts and respond to the challenges she raises. A lesser person may throw up her hands and unplug her game console, but Anita is determined to ensure that video games are inclusive and representative of everyone who plays them. As her detractors grow increasingly unhinged, we have proof that her efforts are working.Wheaton is an actor and the author of Just a Geek",http://time.com/3822727/anita-sarkeesian-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/anita-sarkeesian-time-100-2015-pioneers.jpg?quality=75&strip=color&w=814
Tom Catena,"Meeting Tom Catena is the closest I have come to meeting a saint. He runs the Mother of Mercy Hospital in the war-torn Nuba Mountains of Sudan with an unparalleled level of devotion to his Catholic faith and the Nuban people who seek his care. Much of the region falls under rebel control. Civilians struggle to survive amid ground fighting, aerial bombardment and starvation warfare at the hands of their government. Humanitarian organizations are prohibited from delivering aid. Catena defies the ban and is the only surgeon serving a population of 750,000 people. He works tirelessly, day and night, treating all ailments, war injuries and starvation. He tells me his greatest reward is the sense of peace that comes from serving people in need, rebels and civilians alike. In spite of the hardship, he is exactly where he wants to be.Berends’ film Madina’s Dream is about the Sudan war",http://time.com/3823233/tom-catena-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/dr-tom-catena-time-100-2015-pioneers.jpg?quality=75&strip=color&w=1100
Rudolph Tanzi,"I’m a child of Alzheimer’s, and I know firsthand how scary it is to watch the mind of someone you love get slowly erased. I also know that despite the fact that we’re in the middle of an epidemic, we simply don’t yet have the drive—or the drugs—to put an end to Alzheimer’s. But that doesn’t mean there’s no hope. Tanzi stands out as one of the few scientists who has committed his career to finding a cure for Alzheimer’s, and last year he brought us one step closer. In a truly remarkable feat, Tanzi created what’s been nicknamed “Alzheimer’s in a dish”—human brain cells that, in a petri dish, develop the markers of this terrible disease. This makes it possible for scientists to better study which of the countless drugs out there might actually slow or wipe out this mind-blowing disease.Shriver is an author, the executive producer of Still Alice and The Alzheimer’s Project and the founder of the Wipe Out Alzheimer’s Challenge",http://time.com/3823236/rudolph-tanzi-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/rudolph-tanzi-time-100-2015-pioneers-illustration.jpg?quality=75&strip=color&w=814
Mustafa Hassan,"The word hero is overused and misused. The story of Mustafa Hassan, an aid worker from Sudan, and his work as a child-protection manager at the International Rescue Committee shows where it should be used. From Darfur to Syria, Mustafa’s life’s work is focused on protecting young and innocent children caught up in the barbarity of war.Thousands of Syrian children have arrived at the Za‘atari and Azraq refugee camps alone, separated from their families, not knowing whether their parents are alive or dead. Then they meet Mustafa. With a team of 50 he does the meticulous detective work needed to reunite children with their families or connect them with foster families. Working tirelessly, below the radar, in some of the toughest conditions in the world, Mustafa and people like him restore our faith in humanity. Truly he is a hero, making the world better one life at a time.Miliband, a former U.K. Foreign Secretary, is the president and CEO of the International Rescue Committee",http://time.com/3822966/mustafa-hassan-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/mustafa-hassan-time-100-2015-pioneers-illustration.jpg?quality=75&strip=color&w=814
Laverne Cox,"As a transgender child, I was always looking around for someone like me, because I thought I was the only one. It’s hard to feel like that. But having support from my family changed everything. They helped me love myself and embrace who I am.Not all trans kids are so lucky. And for them, having someone as visible and strong as Laverne Cox to look up to is inspiring. She’s done so many amazing things—not just acting on Orange Is the New Black but also loving herself enough to share her story with the world. She’s a pioneer for our community.When Laverne and I met for the first time, it was honestly so exciting. She started screaming like a little girl, because she thought of me as a celebrity! She told me to keep up the good work, and how happy she was about my success. Now I want to do the same for her. Laverne, I love you and I’m so proud of you and you’re definitely making a difference. Keep it up!Jennings, 14, is an author, advocate and star of a forthcoming TLC docuseries",http://time.com/3822970/laverne-cox-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/laverne-cox-time-100-2015-pioneers.jpg?quality=75&strip=color&w=814
Sarah Koenig,"How often is it that you rush home with the shopping or from work, make yourself a cup of tea and switch the phones off, then dim the lights so that you can be totally uninterrupted for 40 or 50 minutes to listen to a radio program? For weeks on end this past fall that’s what I and millions of others did every Thursday. I am of course referring to the podcast Serial. To say it was addictive is an understatement.Sarah Koenig talked to me in the bath, in the kitchen and in the subway, and although I knew there were plenty of others ­listening—the series has been downloaded more than 80 million times—she had an uncanny knack for making me feel like she was talking just to me. She and her team explored in incredible detail the real-life murder case of Hae Min Lee, who was last seen on Jan. 13, 1999. We shared in Koenig’s doubts and discoveries, thoughts and confusion; we became entangled in the mystery by listening to recordings of her phone calls with the imprisoned Adnan Syed, who, rightly or wrongly, was convicted of killing Hae.Koenig played us recordings from the courtroom and police interviews with suspects and witnesses. She searched out key players in the story and inquired about their recollections of a single day from 15 years ago. Suddenly, investigative journalism became our hobby, our passion. People were talking about it everywhere you went. It was a true cultural phenomenon, and radio was once again front and center in our daily lives. I can’t wait for Season 2, and neither can millions of my closest friends.McGregor is a Scottish actor now directing his first feature film, American Pastoral",http://time.com/3823276/sarah-koenig-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/sarah-koenig-time-100-2015-pioneers.jpg?quality=75&strip=color&w=814
Bradley Cooper,"I met Bradley Cooper in 2007, shooting an arc on the FX drama Nip/Tuck. Our characters had this wonderfully twisted relationship: I was a closeted TV producer in mad, unrequited love with Bradley, the ambitious, manipulative star of my soap opera. During our first take, he grabbed me by the lapels, threw me against a wall and launched into this insane in-character, off-script rant about how my not going to the gym was breaking his disgusted heart.Apparently, in our line of work, this is how great friendships begin. Turns out this psycho was in fact a loving, grounded, hardworking fellow whose priorities in life are his dog Charlotte, the Philadelphia Eagles and showing up for people he cares about.And yes, he’s a dazzling actor. Silver Linings Playbook, American Hustle, The Elephant Man—these are increasingly brave, eccentric, breathtakingly diverse performances. I barely recognized him in American Sniper; physically and emotionally, he actually kind of disappeared.It’s hard to make people, especially your friends, forget who you are onscreen. But Bradley’s that good. And I think we’ve seen only a hint of what’s to come.Platt is an actor who lives in New York CityPick up the TIME 100 issue on newsstands, or click here to buy it online.",http://time.com/3822978/bradley-cooper-2015-time-100/,None
Richard Linklater,"Before becoming one of the foremost film directors of our generation, Richard Linklater worked nights as the bellman/valet at a fancy business hotel in Austin. One evening he picked up a young VIP from the airport. From the back of the hotel van, the man asked Rick how he liked his job.“This is the best job I’ve ever had,” he said. “I sit on my ass and get to read and write all night—basically what I’d be doing at home for free. I swear I’m nearly done with all of Tolstoy. Plus, I get to eat as much as I can find, and I usually take some home with me.”“Interesting,” the man said. Then Rick asked him, “And how do you like your job?”“Not so much,” the man answered. “You see, I’ve been hired by the national office to find more ways to be efficient at the Austin location and, well … you’re fired.”We may never understand Rick’s unorthodox path and how it led to movies like School of Rock, Before Sunrise and Boyhood: the vegetarian baseball star from Huntsville, Texas; the years of hard labor on offshore oil rigs in the Gulf of Mexico; teaching himself the history of film through the ingenuity of starting the Austin Film Society (with the help of a local Kinko’s and a 16-mm projector). But the consistent thread in Rick’s career has been a passion for cinema that cannot be defeated or undermined in any way.Hawke is an American actor, screenwriter and novelist",http://time.com/3822985/richard-linklater-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/richard-linklater-time-100-2015-artists.jpg?quality=75&strip=color&w=1100
Chris Ofili,"Chris Ofili’s extraordinary talent is to speak about contemporary issues through the romance of painting. He achieved early success in London—winning the Turner Prize and representing Britain at the Venice Biennale—almost as soon as he emerged. With works like No Woman, No Cry and The Holy Virgin Mary, both breathtaking and controversial in equal measure, he positioned himself as an artist who could redefine art practice by affirming the relevance of painting for the 21st century. Since moving to Trinidad, he has drawn inspiration from the island, its natural beauty and its distinct cultural tropes. Incredibly, he has re-emerged with an equally powerful relevance. In his work, he seeks to speak to political issues; his is a social imperative. He asks questions about our time through intoxicating visual compositions that examine peripheral modernities and enable us to make sense of our world.Adjaye is an award-winning Ghanaian-British architect",http://time.com/3822991/chris-ofili-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/chris-ofili-time-100-2015-artists.jpg?quality=75&strip=color&w=814
Julianna Margulies,"When I met Julianna Margulies last year, it didn’t take long to recognize a kindred spirit. It wasn’t just that we quickly began finishing each other’s sentences. It was her passion, fearlessness, empathy and an unwavering determination to make a difference in people’s lives off the screen that resonated with me.We began talking about Erin’s Law, a bill she has been fighting to get passed that’s named after Erin Merryn, who was sexually abused as a child for years but never told anyone because she was ashamed. Julianna said, “Erin’s Law has passed in 19 states, and Erin will not stop until all 50 have it. Until we give every kid a voice.”But you could tell Julianna isn’t going to stop either. She puts her heart and soul into every issue she cares about. She’s not afraid to dream big and do what she loves, whether it’s in her acting career, in her advocacy or being a mom. It’s because of women like Julianna that I know we can and will change the world.Gillibrand is a U.S. Senator from New York",http://time.com/3822964/julianna-margulies-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/julianna-margulies-time-100-2015-artists.jpg?quality=75&strip=color&w=814
Amy Schumer,"Amy Schumer is the girl you knew at your fantasy school—yeah, her at the back with the quick, dangerous eyes. When you wished the funny ones were also kind, when you wondered why none of the clever ones had real guts, when you wanted sexy to look like something properly glamorous and more interesting than an action figure, it was Amy you were dreaming up.She’s the one most likely to be on your side when the bullies circle in. That’s her face, there, that one pushing in to save you, elbowing them out of the way. She’s the one who misses nothing: who buys no bullsh-t, fitted with a radar as keen as a rabbiting spaniel.She’s the first in the water every time, fully clothed with the abandon only 8- or 80-year-olds tend to display, and she urges us to join her. I’m in.Amy’s got your back.
She’s in your corner.
She’s an honesty bomb.
And she’s coming for you.Swinton is an Academy Award–winning actor",http://time.com/3823137/amy-schumer-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/amy-schumer-time-100-2015-artists.jpg?quality=75&strip=color&w=814
Alexander Wang,"Alexander Wang and I met when we were both just beginning our careers—I was 15, and he was 24. The thing I remember most about that first meeting was that he was just so cool. He was a completely original mashup of youthful energy, street culture and high fashion. When I walked my first show for him, it was the coolest I’d ever felt or could ever hope to be. But that’s the secret to his designs.What I’ve seen him do in the past eight years is nothing short of remarkable. He is everywhere. His fashion shows are now some of the most hotly anticipated of Fashion Week. His name pops up in rap lyrics. He’s taken over as creative director at Balenciaga. Last year, he did a collection with H&M that flew off the shelves.The trick to his success isn’t just raw talent and a dedicated work ethic but his unique ability to make high fashion ubiquitous. The core of his empire is built on the fact that he loves his work and relishes his industry.It’s a testament to Alex’s skill and personality that at such a young age, he’s captured the attention of veterans in the industry. Everyone loves being around Alex—he’s full of life and a loving friend. Even after an exhausting full season, his spirit is irrepressible. He’s one of the most fun and fabulous people I’ve had the pleasure of working with and knowing. His parties always have a dance floor, and you can always find him in the middle of it.Where else would you expect to find the coolest kid in fashion?Kloss is a supermodel and the co-founder of Karlie’s Kookies",http://time.com/3823143/alexander-wang-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/alexander-wang-time-100-2015-artists.jpg?quality=75&strip=color&w=1100
Jill Soloway,"Years ago, I read a short story by Jill Soloway about the personal assistant of a successful Hollywood TV actress who is tasked with addressing tabloid rumors that her boss bleaches her anus. Oh, and she—the assistant, not the actress—is unable to achieve orgasm. She also attends a 12-step group for celebrity assistants to deal with her “shanger,” that uncomfortable place between shame and anger. It’s a really short short story, barely a handful of pages, and yet within those Jill managed to convey the very real pain of a soul yearning to be authentic in a completely inauthentic world, as well as that soul’s eventual success in achieving desired authenticity. It was absurd, sad, uncomfortable, hilarious, angry, compassionate and brilliant. It was my first encounter with Jill’s singular, audacious voice, which continues to speak loudly for all who yearn for an authentic life—and we are all the better for it.Ball is the Emmy-winning creator of True Blood and Six Feet Under",http://time.com/3822910/jill-soloway-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/jill-soloway-time-100-2015-artists.jpg?quality=75&strip=color&w=1100
Chris Pratt,"Chris Pratt is here to save us—from aliens, dinosaurs and general boredom. America has decided he is its next big movie star, and I understand why. It’s not because of his broad shoulders and humble roots. It’s not because he looks like the perfect combination of a guy you know mixed with a guy you want to be. It’s because he has that something special. That magic thing that lets you know he is used to working hard and isn’t interested in wasting your time. He’s a facile and generous actor who is very smart but never concerned about proving that to you. He doesn’t forget that this whole thing is supposed to be fun, which I had the pleasure of seeing firsthand on Parks and Recreation. He is a real man in a sea of ciphers, a good father and friend, and one naturally funny dude. Pratt may spend the next few years riding horses or chasing comets, but he can land a joke with a natural ease that most people spend a lifetime trying to achieve.Poehler is an actor, writer and producer",http://time.com/3822922/chris-pratt-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/chris-pratt-time-100-2015-artists.jpg?quality=75&strip=color&w=1100
Audra McDonald,"Beautiful. Intelligent. Extraordinarily talented. These are just a few words that describe the incomparable Audra McDonald. She has acted on television and in movies, graced theater and concert stages and given a gift to countless fans with a voice that I can only describe as being blessed by God.Audra has accomplished incredible things in her career. She’s won more Tony awards than any other Broadway performer, most recently for playing Billie Holiday in Lady Day at Emerson’s Bar and Grill. But I feel the greatest legacy she will leave behind lies in the works she does for others.Never afraid to stand up for what she believes, Audra is a strong voice speaking out for humane treatment of animals, dignity for the homeless and marriage equality.I had the pleasure of getting to know Audra during our time on NBC’s telecast of The Sound of Music Live! and I can honestly say that simply being in her presence was a gift. She is mesmerizing. I would often find myself messing up lines or songs because I was in awe of everything she was doing as the Mother Abbess.I knew from the moment I heard her angelic voice that I was in the presence of greatness, and my thoughts about her were only intensified when I saw a glimpse of her amazing heart. I am proud to call myself her fan—and to call her my friend.Underwood is a seven-time Grammy-winning singer-songwriter",http://time.com/3822925/audra-mcdonald-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/audra-mcdonald-time-100-2015-artists.jpg?quality=75&strip=color&w=814
Tim McGraw,"“Art reflects life,” Tim McGraw says, alluding to an idea that goes back to Plato and Aristotle, “and life reflects art.” When he first went to Nashville more than two decades ago, he was, as he puts it, “young, single and tearing it up,” and his early songs reflected his life’s manic pace. Now married to the luminous Faith Hill, with whom he has three daughters, McGraw is making music that’s more about raising a family than raising hell—more about seeking lasting connection and celebrating continuity. His song “Shotgun Rider” is an ode to enduring love: “I don’t ever want to wake up/ Lookin’ into someone else’s eyes.” After a brilliant performance at the Oscars in February, he’s got a movie (Tomorrowland, with George Clooney) coming out in May and a 36-city tour beginning in June. He moves between genres with the same down-to-earth grace that’s always on display at the Nashville high school football games he never misses. A big reader of serious novels and of history, McGraw’s a kind of Renaissance man in a cowboy hat, and it’s clear he’s got a lot of life left to live and art still to make—good news for the rest of us.Meacham, a Pulitzer Prize–winning biographer, is an executive editor at Random House and a TIME contributing editor at large",http://time.com/3822067/tim-mcgraw-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/tim-mcgraw-time-100-2015-artists.jpg?quality=75&strip=color&w=814
Kevin Hart,"Luther Vandross once said that anybody can make people scream, but you’ve got to be great to make people be quiet. For a long time, the only person who could make me scream and then make me be quiet was my grandmother holding a belt.But three years ago, I saw Kevin Hart at his sold-out show at Madison Square Garden—not an announced sold-out, a real sold-out, with bikes in the aisles and people on the handlebars. And Kevin did what only a really great comedian can do. He made Madison Square Garden feel like a small comedy club. When he wanted them to, he had the audience screaming. And when he wanted them to pay attention, they were quieter than a football player at a murder trial.Right now, Kev is the biggest stand-up comedian in the country. I don’t even think there’s a No. 2, to be honest. I wrote, directed and starred in Top Five with Kevin Hart. And I made sure Kevin was in every ad. I put emails from Kevin in my movie. I shouldn’t have even called it Top Five; I should’ve called it Kevin Hart Presents Chris Rock’s “Top Five With Kevin Hart.” Hillary should announce Kevin as her running mate and be done with it.After he makes you laugh for an hour, you feel like you’re his friend—you feel his joy and his pain. If he has asthma, you have asthma. That’s because Kevin’s vulnerable. When he’s talking about his kids, his kids know more than him. He’s not afraid to be “father knows less.” That makes him a new kind of cool. Not a keep-a-distance-from-the-audience kind of cool, but a lovable, show-your-warts kind of cool.In Kevin’s comedy, there’s the minute observations of Jerry Seinfeld, the family-oriented storytelling of Bill Cosby and the open-wound honesty of Richard Pryor. But mostly there’s a lot of Kevin Hart.I recently told Jerry, “Kevin’s at the big-boy table now, and nobody’s telling him to go away.” But we all agree he should pick up the check.Rock is a comedian, actor and director",http://time.com/3823293/kevin-hart-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/kevin-hart-time-100-2015-artists.jpg?quality=75&strip=color&w=814
Chimamanda Ngozi Adichie,"It’s the rare novelist who in the space of a year finds her words sampled by Beyoncé, optioned by Lupita Nyong’o and honored with the National Book Critics Circle Award for fiction. But the Nigerian writer Chimamanda Ngozi Adichie is just that sort of novelist. A MacArthur “genius” grant recipient, Adichie writes of the complex aftermath of Nigeria’s colonial history and her nation’s rise to prominence in an era when immigration to the West no longer means a one-way ticket. With her viral TEDxEuston talk, “We Should All Be Feminists,” she found her voice as cultural critic. (You can hear it rising midway through Beyoncé’s woman-power anthem “Flawless.”) She sets her love stories amid civil war (Half of a Yellow Sun) and against a backdrop of racism and migration (Americanah). But her greatest power is as a creator of characters who struggle profoundly to understand their place in the world.Jones is a deputy managing editor of TIME",http://time.com/3823296/chimamanda-ngozi-adichie-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/chimamanda-ngozi-adichie-time-100-2015-artists.jpg?quality=75&strip=color&w=814
Julianne Moore,"Fearless. That is the first word that comes to mind when I think of Julianne Moore. Of course, the words beautiful, elegant, smart, loyal and steadfast can be used to describe her too.I was fortunate enough to witness Julianne’s incredible skill as an actress firsthand when we worked together on a film that I directed called A Single Man. I remember looking through the camera lens before the first take and realizing that she projects something very rare: an actual luminosity that is dazzling in life and that can be captured on film. This is the difference between an actor and a star.Julianne’s character off set is just as magnetic as her onscreen presence. She has an inner beauty that will never fade. She is down to earth and real. For my 50th birthday we went white-water rafting in Idaho, where we had no baths or toilets for five days. She seemed just as comfortable in the wilderness, stripped of the trappings of stardom, as she is in front of the camera.Julianne is one of the greatest actresses working today, but she’s also a wonderful human being. I am honored to call her my friend.Ford is a fashion designer and director",http://time.com/3822884/julianne-moore-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/julianne-moore-time-100-2015-artists.jpg?quality=75&strip=color&w=814
Christopher Nolan,"From Batman Begins to Interstellar, I did six blockbusters in a row with Christopher Nolan. I don’t think I’ve done two blockbusters in a row with anyone else. I used to call him the new David Lean, but he’s not. He’s the Christopher Nolan.Aside from being a brilliant director, he’s a brilliant screenwriter with an element of surprise and an intelligence that’s quite extraordinary. Just when you think that’s where we’re going, he says, “Let’s go over there!”Christopher is very secretive, and each film has a code title. He had us call Inception by the name Oliver’s Arrow. On the set, no matter how hot it is, he wears an overcoat and sips tea all day. You wouldn’t be able to pick him out as the director. There’s no shouting and screaming—he’s a very quiet gentleman. If you get it wrong, you just do it again. It’s like working with a philosopher.Caine, a two-time Academy Award winner, recently starred in Kingsman: The Secret Service",http://time.com/3822892/christopher-nolan-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/christopher-nolan-time-100-2015-artists.jpg?quality=75&strip=color&w=1100
Marie Kondo,"I have been following Marie Kondo’s simple, clear rules for a decluttered life since way before they were written. My mother was an early adopter of order, and I the apple from her very organized tree.But I have learned a few tricks from this modern-day “Marie Poppins,” who has turned decluttering—what I have called brooming for decades—into shelf help, an art form with a legion of newly neat devotees. Her book, The Life-Changing Magic of Tidying Up, is a literal how-to-heave-ho, and I recommend it for anyone who struggles with the material excess of living in a privileged society. (Thanks to Ms. Kondo, I kiss my old socks goodbye.)What I love most about her method is the respect she suggests we show our soon-to-be-departed possessions. If they don’t “spark joy” in our hearts, as she puts it, then we should pause to acknowledge our memories together and let them spark joy for someone else.To show you how serious my respect for Ms. Kondo is: if I ever get a tattoo, it will say, Spark Joy!Curtis is an acclaimed author and actor",http://time.com/3822899/marie-kondo-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/marie-kondo-time-100-2015-artists.jpg?quality=75&strip=color&w=814
John Oliver,"I felt so excited and honored when I learned that John Oliver would feature the Society of Women Engineers as a worthy recipient of scholarship donations on his show. After John mentioned SWE, many more people suddenly became aware of us and our mission to encourage women to become—and stay—engineers.John is powerful because he isn’t afraid to tackle important issues thoughtfully, without fear or apology. But he’s unique because he uses irreverent humor to make people think. The U.S. needs more engineers, especially women, who are so underrepresented in the field, and we’re doing something about it. The show’s mention helped SWE raise more funds than we could have hoped for—money that would otherwise have taken our society many years to raise. This small consideration from John Oliver inspired many to donate and help young, aspiring female engineers pursue their degrees and positively impact our world.Bierman is the president of the Society of Women Engineers",http://time.com/3822865/john-oliver-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/john-oliver-time-100-2015-artists.jpg?quality=75&strip=color&w=814
Jorge Ramos,"Jorge Ramos is silver-haired and gray-eyed, but inside that ring of steel beats a heart of gold.Ramos wrangles with President Obama and House Speaker John Boehner; he swims the Rio Grande; he says he asks every question as if it’s his last, determined to get an answer or go down trying. What happened to immigration reform? He knows he has a voice and is not afraid to use it. He shouts from every rooftop that Hispanic rights are human rights.After decades on the cutting edge of the news agenda, Jorge Ramos, who grew up in Mexico, is waging the campaign of a lifetime, which is also a defining issue for America, the country he calls home.To Democrats and Republicans he says Hispanics are “truly tired” of what he has dubbed their “Christopher Columbus syndrome.” “They discover us during the presidential campaigns and then they forget about us,” he says.With another presidential election coming up, if anyone can move this needle, Jorge Ramos can—and he must.Amanpour is CNN’s chief international correspondent and host of AmanpourPick up the TIME 100 issue on newsstands, or click here to buy it online.",http://time.com/3823152/jorge-ramos-2015-time-100/,None
Narendra Modi,"As a boy, Narendra Modi helped his father sell tea to support their family. Today, he’s the leader of the world’s largest democracy, and his life story—from poverty to Prime Minister—reflects the dynamism and potential of India’s rise.Determined to help more Indians follow in his path, he’s laid out an ambitious vision to reduce extreme poverty, improve education, empower women and girls and unleash India’s true economic potential while confronting climate change. Like India, he transcends the ancient and the modern—a devotee of yoga who connects with Indian citizens on Twitter and imagines a “digital India.”When he came to Washington, Narendra and I visited the memorial to Dr. Martin Luther King Jr. We reflected on the teachings of King and Gandhi and how the diversity of backgrounds and faiths in our countries is a strength we have to protect. Prime Minister Modi recognizes that more than 1 billion Indians living and succeeding together can be an inspiring model for the world.Obama is the 44th President of the United States",http://time.com/3823155/narendra-modi-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/narendra-modi-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Angela Merkel,"I became President of Ukraine right after Russia annexed Crimea and began supplying its weapons and mercenaries to Donbass. They were later followed by Russian regular troops. We desperately needed a strong reaction from the world to the brutal aggression against the sovereign nation: a tool kit that included immediate decisive steps, a longer-term vision, significant political weight and, most important, courage matched by unswerving commitment to democratic values. This came with the diplomatic effort led by German Chancellor Angela Merkel and her shaping of the Normandy format of talks between Ukraine and Russia, which saw the participation of Germany and France for the peaceful resolution of a conflict that still risks becoming a full-scale war in the heart of Europe.Throughout this diplomatic effort, during which I have had 60 conversations on the phone with Mrs. Merkel over the past nine months, I have often asked myself: Is it unbending faith, true German persistence, meticulous attention to detail or perhaps a strong combination of all these qualities that drives Angela?The June meeting in Normandy, the October discussion in Milan but most dramatically the 17 hours of overnight talks in Minsk in February were not simply a test of diplomacy, leadership and efficiency but a test of willpower.I vividly remember, when many attempts to agree with Vladimir Putin on a badly needed cease-fire turned out to be in vain, it was Angela Merkel who would go on, calmly saying, “O.K., but why shouldn’t we go back to discussing?” so that no one could doubt she would walk out with a result.Recently in Berlin she described her general approach as working to turn the impossible into the possible.Angela Merkel managed to leverage German economic power into diplomatic power to lead a major security effort on behalf of the world, which, most importantly, entrusted her with that effort. This attainment has been fully recognized not only by her partners but by her harshest political opponents as well.Poroshenko is the President of Ukraine",http://time.com/3823146/angela-merkel-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/angela-merkel-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Bob Corker,"Curious about tunnels smuggling supplies from Egypt to Gaza, U.S. Senator Bob Corker hailed a jeep, rode to the border, inspected the tunnels and that afternoon showed photographs to a startled Benjamin Netanyahu. In Chattanooga, Corker’s penchant for aggressive fact finding caused this former construction executive and mayor to help 10,000 families find decent homes.Now it has thrust the junior Senator from Tennessee into bipartisan deals on debt, financial regulation, immigration and Iran. In 2014 he voted with the majority of Republican Senators 85% of the time, but he is a conservative who prizes results over speeches. He is unafraid to challenge President Obama and unafraid to work with him.His tough-minded pragmatism and grasp of economics have restored prestige to the Foreign Relations Committee and are reminiscent of George H.W. Bush’s skilled team. If he is not President himself, Corker is an obvious choice for Secretary of State or Treasury.Alexander is the senior Senator from Tennessee",http://time.com/3823149/bob-corker-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/bob-corker-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Rula Ghani,"Afghanistan has not been this abuzz about its First Lady since Queen Soraya appeared unveiled in public in the 1920s. It is already clear that unlike her predecessor Zeenat Karzai, Lebanese-born Rula Ghani will not be happy standing anonymously behind her husband Ashraf Ghani. She will be heard. She will be seen. And she will be hands-on.Ghani, who has a long history of activism, has already vowed to work to improve living standards for women in a country where they have historically struggled to be treated fairly. She will have her work cut out for her, as a non-Afghan and as a Christian woman in a Muslim nation. But she is highly educated, articulate and quite evidently passionate. Can Rula Ghani help usher in the beginning of a new era for Afghan women? Like many fellow Afghans, I can’t wait to find out.Hosseini is the author of And the Mountains Echoed",http://time.com/3822997/rula-ghani-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/rula-ghani-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Muhammadu Buhari,"Muhammadu Buhari made history in March by becoming the first candidate to oust a sitting Nigerian President through the ballot box. Now he has to live up to voters’ expectations. From battling the Boko Haram insurgency to tackling endemic corruption, Buhari has many challenges ahead. The greatest may be overcoming his past as a military ruler who seized power in 1983. Already the born-again democrat is demonstrating the inclusivity necessary to lead a nation riven by ethnic and religious tensions. “We must begin to heal the wounds and work toward a better future,” he said in his April 1 victory speech. “We do this first by extending a hand of friendship and conciliation across the political divide.” It’s a promising start for a President-to-be who wants to leave a legacy to match the historic conditions of his election.Baker is TIME’s Africa bureau chief",http://time.com/3823002/muhammadu-buhari-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/mahammadu-buhari-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
Alexis Tsipras,"At his campaign’s closing rally in Athens, Alexis said to me, “We should meet now, but if you don’t mind, let’s do it at my house. I’d like to spend some time with my kids.” That’s who Alexis Tsipras is: a family man who can talk politics while his two little ones hang around his neck. When he was one of the Greek left’s young leaders, he understood that in politics you have to aspire to win and that the most important thing you can do is defend your country. This follower of Panathinaikos, this fan of rock ’n’ roll who used to travel around by motorcycle before being elected Prime Minister, became the hope of Greeks facing the disastrous effects of the austerity policies that had been imposed on their country. Today he is a responsible head of government who has impressed Europe with negotiating skills that combine wisdom and principle. It’s no accident that Greeks rate his government higher than any other in recent years. Alexis Tsipras represents a Europeanism shared by those of us who understand that democracy on our continent has to be linked to sovereignty and social justice.Iglesias is the secretary general of the Spanish leftist party Podemos",http://time.com/3823031/alexis-tsipras-2015-time-100/,https://timedotcom.files.wordpress.com/2000/04/alexis-tsipras-time-100-2015-leaders.jpg?quality=75&strip=color&w=1100
